Date,Site,VidFile,Camera,VidRecord,Timestamp,Species,Count
15/11/2019,North3,GP015241,3,CB,10:07,Naso lituratus ,1
15/11/2019,North3,GP015241,3,CB,10:49,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CB,11:03,Thalassoma nigrofasciatum,1
15/11/2019,North3,GP015241,3,CC,11:47,Acanthurus nigricauda,1
15/11/2019,North3,GP015241,3,CC,11:54,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CC,11:56,Thalassoma hardwicke,1
15/11/2019,North3,GP025241,3,CC,0:28,Ctenochaetus striatus,1
15/11/2019,North3,GP025241,3,CC,1:16,Ctenochaetus striatus,1
15/11/2019,North3,GP025241,3,CB,1:23,Chaetodon citrinellus,2
15/11/2019,North3,GP025241,3,CC,1:35,Ctenochaetus striatus,2
15/11/2019,North3,GP025241,3,CB,2:14,Hemigymnus melapterus,1
15/11/2019,North3,GP025241,3,CC,2:16,Ctenochaetus striatus,1
15/11/2019,North3,GP025241,3,CC,2:40,Ctenochaetus striatus,1
15/11/2019,North3,GP025241,3,CC,2:45,Acanthurus nigrofuscus,1
15/11/2019,North3,GP025241,3,CB,3:25,Acanthurus nigricauda,1
15/11/2019,North3,GP025241,3,CB,3:48,Hemigymnus melapterus,1
15/11/2019,North3,GP025241,3,CC,3:52,Acanthurus nigrofuscus,1
15/11/2019,North3,GP025241,3,CB,4:08,Chaetodon citrinellus,1
15/11/2019,North3,GP025241,3,CB,4:50,Coris gaimard,1
15/11/2019,North3,GP025241,3,CC,4:56,Plectropomus leopardus ,1
15/11/2019,North3,GP025241,3,CB,4:57,Thalassoma hardwicke,1
15/11/2019,North3,GP025241,3,CB,5:00,Thalassoma nigrofasciatum,1
15/11/2019,North3,GP025241,3,CB,5:06,Acanthurus nigrofuscus,1
15/11/2019,North3,GP025241,3,CC,6:03,Ctenochaetus striatus,1
15/11/2019,North3,GP025241,3,CB,6:06,Thalassoma nigrofasciatum,1
15/11/2019,North3,GP025241,3,CC,6:25,Acanthurus nigrofuscus,1
15/11/2019,North3,GP025241,3,CC,6:36,Ctenochaetus striatus,3
15/11/2019,North3,GP025241,3,CC,6:56,Acanthurus nigrofuscus,1
15/11/2019,North3,GP025241,3,CB,7:01,Thalassoma hardwicke,1
15/11/2019,North3,GP025241,3,CB,7:05,Thalassoma hardwicke,1
15/11/2019,North3,GP025241,3,CC,7:05,Acanthurus nigrofuscus,2
15/11/2019,North3,GP025241,3,CC,7:16,Scarus frenatus,1
15/11/2019,North3,GP025241,3,CC,7:35,Sufflamen chrysopterum,1
15/11/2019,North3,GP025241,3,CB,7:50,Acanthurus nigrofuscus,1
15/11/2019,North3,GP025241,3,CC,8:10,Sufflamen chrysopterum,1
15/11/2019,North3,GP025241,3,CC,8:09,Naso annulatus,1
15/11/2019,North3,GP025241,3,CC,8:16,Scarus flavipectoralis,1
15/11/2019,North3,GP025241,3,CB,8:20,Naso lituratus ,1
15/11/2019,North3,GP025241,3,CB,8:25,Zebrasoma scopas,1
15/11/2019,North3,GP025241,3,CC,8:26,Ctenochaetus striatus,1
15/11/2019,North3,GP025241,3,CC,8:28,Acanthurus nigrofuscus,3
15/11/2019,North3,GP025241,3,CC,8:29,Ctenochaetus striatus,4
15/11/2019,North3,GP025241,3,CC,8:31,Acanthurus nigrofuscus,1
15/11/2019,North3,GP025241,3,CC,8:35,Ctenochaetus striatus,1
15/11/2019,North3,GP025241,3,CB,8:27,Thalassoma hardwicke,1
15/11/2019,North3,GP025241,3,CB,8:29,Thalassoma hardwicke,1
